patient_number,slice_number,resampled_pixdim_x,resampled_pixdim_y,resampled_size_x,resampled_size_y,image_filename,label_filename,train_val_test
16,8,0.625,0.625,320,320,prostate_16_slice_8.npy,label_16_slice_8.npy,train
16,9,0.625,0.625,320,320,prostate_16_slice_9.npy,label_16_slice_9.npy,train
16,10,0.625,0.625,320,320,prostate_16_slice_10.npy,label_16_slice_10.npy,train
16,11,0.625,0.625,320,320,prostate_16_slice_11.npy,label_16_slice_11.npy,train
16,12,0.625,0.625,320,320,prostate_16_slice_12.npy,label_16_slice_12.npy,train
16,13,0.625,0.625,320,320,prostate_16_slice_13.npy,label_16_slice_13.npy,train
16,14,0.625,0.625,320,320,prostate_16_slice_14.npy,label_16_slice_14.npy,train
16,15,0.625,0.625,320,320,prostate_16_slice_15.npy,label_16_slice_15.npy,train
16,16,0.625,0.625,320,320,prostate_16_slice_16.npy,label_16_slice_16.npy,train
16,17,0.625,0.625,320,320,prostate_16_slice_17.npy,label_16_slice_17.npy,train
16,18,0.625,0.625,320,320,prostate_16_slice_18.npy,label_16_slice_18.npy,train
16,19,0.625,0.625,320,320,prostate_16_slice_19.npy,label_16_slice_19.npy,train
43,0,0.625,0.625,320,320,prostate_43_slice_0.npy,label_43_slice_0.npy,train
43,1,0.625,0.625,320,320,prostate_43_slice_1.npy,label_43_slice_1.npy,train
43,2,0.625,0.625,320,320,prostate_43_slice_2.npy,label_43_slice_2.npy,train
43,3,0.625,0.625,320,320,prostate_43_slice_3.npy,label_43_slice_3.npy,train
43,4,0.625,0.625,320,320,prostate_43_slice_4.npy,label_43_slice_4.npy,train
43,5,0.625,0.625,320,320,prostate_43_slice_5.npy,label_43_slice_5.npy,train
43,6,0.625,0.625,320,320,prostate_43_slice_6.npy,label_43_slice_6.npy,train
43,7,0.625,0.625,320,320,prostate_43_slice_7.npy,label_43_slice_7.npy,train
43,8,0.625,0.625,320,320,prostate_43_slice_8.npy,label_43_slice_8.npy,train
43,9,0.625,0.625,320,320,prostate_43_slice_9.npy,label_43_slice_9.npy,train
43,10,0.625,0.625,320,320,prostate_43_slice_10.npy,label_43_slice_10.npy,train
43,11,0.625,0.625,320,320,prostate_43_slice_11.npy,label_43_slice_11.npy,train
43,12,0.625,0.625,320,320,prostate_43_slice_12.npy,label_43_slice_12.npy,train
43,13,0.625,0.625,320,320,prostate_43_slice_13.npy,label_43_slice_13.npy,train
43,14,0.625,0.625,320,320,prostate_43_slice_14.npy,label_43_slice_14.npy,train
43,15,0.625,0.625,320,320,prostate_43_slice_15.npy,label_43_slice_15.npy,train
43,16,0.625,0.625,320,320,prostate_43_slice_16.npy,label_43_slice_16.npy,train
43,17,0.625,0.625,320,320,prostate_43_slice_17.npy,label_43_slice_17.npy,train
43,18,0.625,0.625,320,320,prostate_43_slice_18.npy,label_43_slice_18.npy,train
43,19,0.625,0.625,320,320,prostate_43_slice_19.npy,label_43_slice_19.npy,train
42,0,0.625,0.625,320,332,prostate_42_slice_0.npy,label_42_slice_0.npy,train
42,1,0.625,0.625,320,332,prostate_42_slice_1.npy,label_42_slice_1.npy,train
42,2,0.625,0.625,320,332,prostate_42_slice_2.npy,label_42_slice_2.npy,train
42,3,0.625,0.625,320,332,prostate_42_slice_3.npy,label_42_slice_3.npy,train
42,4,0.625,0.625,320,332,prostate_42_slice_4.npy,label_42_slice_4.npy,train
42,5,0.625,0.625,320,332,prostate_42_slice_5.npy,label_42_slice_5.npy,train
42,6,0.625,0.625,320,332,prostate_42_slice_6.npy,label_42_slice_6.npy,train
42,7,0.625,0.625,320,332,prostate_42_slice_7.npy,label_42_slice_7.npy,train
42,8,0.625,0.625,320,332,prostate_42_slice_8.npy,label_42_slice_8.npy,train
42,9,0.625,0.625,320,332,prostate_42_slice_9.npy,label_42_slice_9.npy,train
42,10,0.625,0.625,320,332,prostate_42_slice_10.npy,label_42_slice_10.npy,train
42,11,0.625,0.625,320,332,prostate_42_slice_11.npy,label_42_slice_11.npy,train
42,12,0.625,0.625,320,332,prostate_42_slice_12.npy,label_42_slice_12.npy,train
42,13,0.625,0.625,320,332,prostate_42_slice_13.npy,label_42_slice_13.npy,train
42,14,0.625,0.625,320,332,prostate_42_slice_14.npy,label_42_slice_14.npy,train
42,15,0.625,0.625,320,332,prostate_42_slice_15.npy,label_42_slice_15.npy,train
42,16,0.625,0.625,320,332,prostate_42_slice_16.npy,label_42_slice_16.npy,train
42,17,0.625,0.625,320,332,prostate_42_slice_17.npy,label_42_slice_17.npy,train
42,18,0.625,0.625,320,332,prostate_42_slice_18.npy,label_42_slice_18.npy,train
42,19,0.625,0.625,320,332,prostate_42_slice_19.npy,label_42_slice_19.npy,train
42,20,0.625,0.625,320,332,prostate_42_slice_20.npy,label_42_slice_20.npy,train
42,21,0.625,0.625,320,332,prostate_42_slice_21.npy,label_42_slice_21.npy,train
42,22,0.625,0.625,320,332,prostate_42_slice_22.npy,label_42_slice_22.npy,train
42,23,0.625,0.625,320,332,prostate_42_slice_23.npy,label_42_slice_23.npy,train
42,24,0.625,0.625,320,332,prostate_42_slice_24.npy,label_42_slice_24.npy,train
42,25,0.625,0.625,320,332,prostate_42_slice_25.npy,label_42_slice_25.npy,train
42,26,0.625,0.625,320,332,prostate_42_slice_26.npy,label_42_slice_26.npy,train
42,27,0.625,0.625,320,332,prostate_42_slice_27.npy,label_42_slice_27.npy,train
29,0,0.625,0.625,308,308,prostate_29_slice_0.npy,label_29_slice_0.npy,train
29,1,0.625,0.625,308,308,prostate_29_slice_1.npy,label_29_slice_1.npy,train
29,2,0.625,0.625,308,308,prostate_29_slice_2.npy,label_29_slice_2.npy,train
29,3,0.625,0.625,308,308,prostate_29_slice_3.npy,label_29_slice_3.npy,train
29,4,0.625,0.625,308,308,prostate_29_slice_4.npy,label_29_slice_4.npy,train
29,5,0.625,0.625,308,308,prostate_29_slice_5.npy,label_29_slice_5.npy,train
29,6,0.625,0.625,308,308,prostate_29_slice_6.npy,label_29_slice_6.npy,train
29,7,0.625,0.625,308,308,prostate_29_slice_7.npy,label_29_slice_7.npy,train
29,8,0.625,0.625,308,308,prostate_29_slice_8.npy,label_29_slice_8.npy,train
29,9,0.625,0.625,308,308,prostate_29_slice_9.npy,label_29_slice_9.npy,train
29,10,0.625,0.625,308,308,prostate_29_slice_10.npy,label_29_slice_10.npy,train
29,11,0.625,0.625,308,308,prostate_29_slice_11.npy,label_29_slice_11.npy,train
29,12,0.625,0.625,308,308,prostate_29_slice_12.npy,label_29_slice_12.npy,train
29,13,0.625,0.625,308,308,prostate_29_slice_13.npy,label_29_slice_13.npy,train
29,14,0.625,0.625,308,308,prostate_29_slice_14.npy,label_29_slice_14.npy,train
29,15,0.625,0.625,308,308,prostate_29_slice_15.npy,label_29_slice_15.npy,train
07,0,0.625,0.625,320,320,prostate_07_slice_0.npy,label_07_slice_0.npy,train
07,1,0.625,0.625,320,320,prostate_07_slice_1.npy,label_07_slice_1.npy,train
07,2,0.625,0.625,320,320,prostate_07_slice_2.npy,label_07_slice_2.npy,train
07,3,0.625,0.625,320,320,prostate_07_slice_3.npy,label_07_slice_3.npy,train
07,4,0.625,0.625,320,320,prostate_07_slice_4.npy,label_07_slice_4.npy,train
07,5,0.625,0.625,320,320,prostate_07_slice_5.npy,label_07_slice_5.npy,train
07,6,0.625,0.625,320,320,prostate_07_slice_6.npy,label_07_slice_6.npy,train
07,7,0.625,0.625,320,320,prostate_07_slice_7.npy,label_07_slice_7.npy,train
07,8,0.625,0.625,320,320,prostate_07_slice_8.npy,label_07_slice_8.npy,train
07,9,0.625,0.625,320,320,prostate_07_slice_9.npy,label_07_slice_9.npy,train
07,10,0.625,0.625,320,320,prostate_07_slice_10.npy,label_07_slice_10.npy,train
07,11,0.625,0.625,320,320,prostate_07_slice_11.npy,label_07_slice_11.npy,train
07,12,0.625,0.625,320,320,prostate_07_slice_12.npy,label_07_slice_12.npy,train
07,13,0.625,0.625,320,320,prostate_07_slice_13.npy,label_07_slice_13.npy,train
07,14,0.625,0.625,320,320,prostate_07_slice_14.npy,label_07_slice_14.npy,train
07,15,0.625,0.625,320,320,prostate_07_slice_15.npy,label_07_slice_15.npy,train
07,16,0.625,0.625,320,320,prostate_07_slice_16.npy,label_07_slice_16.npy,train
07,17,0.625,0.625,320,320,prostate_07_slice_17.npy,label_07_slice_17.npy,train
07,18,0.625,0.625,320,320,prostate_07_slice_18.npy,label_07_slice_18.npy,train
07,19,0.625,0.625,320,320,prostate_07_slice_19.npy,label_07_slice_19.npy,train
20,0,0.625,0.625,320,320,prostate_20_slice_0.npy,label_20_slice_0.npy,train
20,1,0.625,0.625,320,320,prostate_20_slice_1.npy,label_20_slice_1.npy,train
20,2,0.625,0.625,320,320,prostate_20_slice_2.npy,label_20_slice_2.npy,train
20,3,0.625,0.625,320,320,prostate_20_slice_3.npy,label_20_slice_3.npy,train
20,4,0.625,0.625,320,320,prostate_20_slice_4.npy,label_20_slice_4.npy,train
20,5,0.625,0.625,320,320,prostate_20_slice_5.npy,label_20_slice_5.npy,train
20,6,0.625,0.625,320,320,prostate_20_slice_6.npy,label_20_slice_6.npy,train
20,7,0.625,0.625,320,320,prostate_20_slice_7.npy,label_20_slice_7.npy,train
20,8,0.625,0.625,320,320,prostate_20_slice_8.npy,label_20_slice_8.npy,train
20,9,0.625,0.625,320,320,prostate_20_slice_9.npy,label_20_slice_9.npy,train
20,10,0.625,0.625,320,320,prostate_20_slice_10.npy,label_20_slice_10.npy,train
20,11,0.625,0.625,320,320,prostate_20_slice_11.npy,label_20_slice_11.npy,train
20,12,0.625,0.625,320,320,prostate_20_slice_12.npy,label_20_slice_12.npy,train
20,13,0.625,0.625,320,320,prostate_20_slice_13.npy,label_20_slice_13.npy,train
20,14,0.625,0.625,320,320,prostate_20_slice_14.npy,label_20_slice_14.npy,train
20,15,0.625,0.625,320,320,prostate_20_slice_15.npy,label_20_slice_15.npy,train
20,16,0.625,0.625,320,320,prostate_20_slice_16.npy,label_20_slice_16.npy,train
20,17,0.625,0.625,320,320,prostate_20_slice_17.npy,label_20_slice_17.npy,train
20,18,0.625,0.625,320,320,prostate_20_slice_18.npy,label_20_slice_18.npy,train
20,19,0.625,0.625,320,320,prostate_20_slice_19.npy,label_20_slice_19.npy,train
10,0,0.625,0.625,320,320,prostate_10_slice_0.npy,label_10_slice_0.npy,val
10,1,0.625,0.625,320,320,prostate_10_slice_1.npy,label_10_slice_1.npy,val
10,2,0.625,0.625,320,320,prostate_10_slice_2.npy,label_10_slice_2.npy,val
10,3,0.625,0.625,320,320,prostate_10_slice_3.npy,label_10_slice_3.npy,val
10,4,0.625,0.625,320,320,prostate_10_slice_4.npy,label_10_slice_4.npy,val
10,5,0.625,0.625,320,320,prostate_10_slice_5.npy,label_10_slice_5.npy,val
10,6,0.625,0.625,320,320,prostate_10_slice_6.npy,label_10_slice_6.npy,val
10,7,0.625,0.625,320,320,prostate_10_slice_7.npy,label_10_slice_7.npy,val
10,8,0.625,0.625,320,320,prostate_10_slice_8.npy,label_10_slice_8.npy,val
10,9,0.625,0.625,320,320,prostate_10_slice_9.npy,label_10_slice_9.npy,val
10,10,0.625,0.625,320,320,prostate_10_slice_10.npy,label_10_slice_10.npy,val
10,11,0.625,0.625,320,320,prostate_10_slice_11.npy,label_10_slice_11.npy,val
10,12,0.625,0.625,320,320,prostate_10_slice_12.npy,label_10_slice_12.npy,val
10,13,0.625,0.625,320,320,prostate_10_slice_13.npy,label_10_slice_13.npy,val
10,14,0.625,0.625,320,320,prostate_10_slice_14.npy,label_10_slice_14.npy,val
10,15,0.625,0.625,320,320,prostate_10_slice_15.npy,label_10_slice_15.npy,val
10,16,0.625,0.625,320,320,prostate_10_slice_16.npy,label_10_slice_16.npy,val
10,17,0.625,0.625,320,320,prostate_10_slice_17.npy,label_10_slice_17.npy,val
10,18,0.625,0.625,320,320,prostate_10_slice_18.npy,label_10_slice_18.npy,val
10,19,0.625,0.625,320,320,prostate_10_slice_19.npy,label_10_slice_19.npy,val
47,0,0.625,0.625,320,320,prostate_47_slice_0.npy,label_47_slice_0.npy,val
47,1,0.625,0.625,320,320,prostate_47_slice_1.npy,label_47_slice_1.npy,val
47,2,0.625,0.625,320,320,prostate_47_slice_2.npy,label_47_slice_2.npy,val
47,3,0.625,0.625,320,320,prostate_47_slice_3.npy,label_47_slice_3.npy,val
47,4,0.625,0.625,320,320,prostate_47_slice_4.npy,label_47_slice_4.npy,val
47,5,0.625,0.625,320,320,prostate_47_slice_5.npy,label_47_slice_5.npy,val
47,6,0.625,0.625,320,320,prostate_47_slice_6.npy,label_47_slice_6.npy,val
47,7,0.625,0.625,320,320,prostate_47_slice_7.npy,label_47_slice_7.npy,val
47,8,0.625,0.625,320,320,prostate_47_slice_8.npy,label_47_slice_8.npy,val
47,9,0.625,0.625,320,320,prostate_47_slice_9.npy,label_47_slice_9.npy,val
47,10,0.625,0.625,320,320,prostate_47_slice_10.npy,label_47_slice_10.npy,val
47,11,0.625,0.625,320,320,prostate_47_slice_11.npy,label_47_slice_11.npy,val
47,12,0.625,0.625,320,320,prostate_47_slice_12.npy,label_47_slice_12.npy,val
47,13,0.625,0.625,320,320,prostate_47_slice_13.npy,label_47_slice_13.npy,val
47,14,0.625,0.625,320,320,prostate_47_slice_14.npy,label_47_slice_14.npy,val
47,15,0.625,0.625,320,320,prostate_47_slice_15.npy,label_47_slice_15.npy,val
47,16,0.625,0.625,320,320,prostate_47_slice_16.npy,label_47_slice_16.npy,val
47,17,0.625,0.625,320,320,prostate_47_slice_17.npy,label_47_slice_17.npy,val
47,18,0.625,0.625,320,320,prostate_47_slice_18.npy,label_47_slice_18.npy,val
47,19,0.625,0.625,320,320,prostate_47_slice_19.npy,label_47_slice_19.npy,val
00,0,0.625,0.625,308,321,prostate_00_slice_0.npy,label_00_slice_0.npy,val
00,1,0.625,0.625,308,321,prostate_00_slice_1.npy,label_00_slice_1.npy,val
00,2,0.625,0.625,308,321,prostate_00_slice_2.npy,label_00_slice_2.npy,val
00,3,0.625,0.625,308,321,prostate_00_slice_3.npy,label_00_slice_3.npy,val
00,4,0.625,0.625,308,321,prostate_00_slice_4.npy,label_00_slice_4.npy,val
00,5,0.625,0.625,308,321,prostate_00_slice_5.npy,label_00_slice_5.npy,val
00,6,0.625,0.625,308,321,prostate_00_slice_6.npy,label_00_slice_6.npy,val
00,7,0.625,0.625,308,321,prostate_00_slice_7.npy,label_00_slice_7.npy,val
00,8,0.625,0.625,308,321,prostate_00_slice_8.npy,label_00_slice_8.npy,val
00,9,0.625,0.625,308,321,prostate_00_slice_9.npy,label_00_slice_9.npy,val
00,10,0.625,0.625,308,321,prostate_00_slice_10.npy,label_00_slice_10.npy,val
00,11,0.625,0.625,308,321,prostate_00_slice_11.npy,label_00_slice_11.npy,val
00,12,0.625,0.625,308,321,prostate_00_slice_12.npy,label_00_slice_12.npy,val
00,13,0.625,0.625,308,321,prostate_00_slice_13.npy,label_00_slice_13.npy,val
00,14,0.625,0.625,308,321,prostate_00_slice_14.npy,label_00_slice_14.npy,val
00,15,0.625,0.625,308,321,prostate_00_slice_15.npy,label_00_slice_15.npy,val
00,16,0.625,0.625,308,321,prostate_00_slice_16.npy,label_00_slice_16.npy,val
00,17,0.625,0.625,308,321,prostate_00_slice_17.npy,label_00_slice_17.npy,val
00,18,0.625,0.625,308,321,prostate_00_slice_18.npy,label_00_slice_18.npy,val
00,19,0.625,0.625,308,321,prostate_00_slice_19.npy,label_00_slice_19.npy,val
00,20,0.625,0.625,308,321,prostate_00_slice_20.npy,label_00_slice_20.npy,val
00,21,0.625,0.625,308,321,prostate_00_slice_21.npy,label_00_slice_21.npy,val
00,22,0.625,0.625,308,321,prostate_00_slice_22.npy,label_00_slice_22.npy,val
00,23,0.625,0.625,308,321,prostate_00_slice_23.npy,label_00_slice_23.npy,val
00,24,0.625,0.625,308,321,prostate_00_slice_24.npy,label_00_slice_24.npy,val
00,25,0.625,0.625,308,321,prostate_00_slice_25.npy,label_00_slice_25.npy,val
00,26,0.625,0.625,308,321,prostate_00_slice_26.npy,label_00_slice_26.npy,val
00,27,0.625,0.625,308,321,prostate_00_slice_27.npy,label_00_slice_27.npy,val
00,28,0.625,0.625,308,321,prostate_00_slice_28.npy,label_00_slice_28.npy,val
25,0,0.625,0.625,320,320,prostate_25_slice_0.npy,label_25_slice_0.npy,val
25,1,0.625,0.625,320,320,prostate_25_slice_1.npy,label_25_slice_1.npy,val
25,2,0.625,0.625,320,320,prostate_25_slice_2.npy,label_25_slice_2.npy,val
25,3,0.625,0.625,320,320,prostate_25_slice_3.npy,label_25_slice_3.npy,val
25,4,0.625,0.625,320,320,prostate_25_slice_4.npy,label_25_slice_4.npy,val
25,5,0.625,0.625,320,320,prostate_25_slice_5.npy,label_25_slice_5.npy,val
25,6,0.625,0.625,320,320,prostate_25_slice_6.npy,label_25_slice_6.npy,val
25,7,0.625,0.625,320,320,prostate_25_slice_7.npy,label_25_slice_7.npy,val
25,8,0.625,0.625,320,320,prostate_25_slice_8.npy,label_25_slice_8.npy,val
25,9,0.625,0.625,320,320,prostate_25_slice_9.npy,label_25_slice_9.npy,val
25,10,0.625,0.625,320,320,prostate_25_slice_10.npy,label_25_slice_10.npy,val
25,11,0.625,0.625,320,320,prostate_25_slice_11.npy,label_25_slice_11.npy,val
25,12,0.625,0.625,320,320,prostate_25_slice_12.npy,label_25_slice_12.npy,val
25,13,0.625,0.625,320,320,prostate_25_slice_13.npy,label_25_slice_13.npy,val
25,14,0.625,0.625,320,320,prostate_25_slice_14.npy,label_25_slice_14.npy,val
25,15,0.625,0.625,320,320,prostate_25_slice_15.npy,label_25_slice_15.npy,val
25,16,0.625,0.625,320,320,prostate_25_slice_16.npy,label_25_slice_16.npy,val
25,17,0.625,0.625,320,320,prostate_25_slice_17.npy,label_25_slice_17.npy,val
25,18,0.625,0.625,320,320,prostate_25_slice_18.npy,label_25_slice_18.npy,val
24,0,0.625,0.625,324,324,prostate_24_slice_0.npy,label_24_slice_0.npy,test
24,1,0.625,0.625,324,324,prostate_24_slice_1.npy,label_24_slice_1.npy,test
24,2,0.625,0.625,324,324,prostate_24_slice_2.npy,label_24_slice_2.npy,test
24,3,0.625,0.625,324,324,prostate_24_slice_3.npy,label_24_slice_3.npy,test
24,4,0.625,0.625,324,324,prostate_24_slice_4.npy,label_24_slice_4.npy,test
24,5,0.625,0.625,324,324,prostate_24_slice_5.npy,label_24_slice_5.npy,test
24,6,0.625,0.625,324,324,prostate_24_slice_6.npy,label_24_slice_6.npy,test
24,7,0.625,0.625,324,324,prostate_24_slice_7.npy,label_24_slice_7.npy,test
24,8,0.625,0.625,324,324,prostate_24_slice_8.npy,label_24_slice_8.npy,test
24,9,0.625,0.625,324,324,prostate_24_slice_9.npy,label_24_slice_9.npy,test
24,10,0.625,0.625,324,324,prostate_24_slice_10.npy,label_24_slice_10.npy,test
24,11,0.625,0.625,324,324,prostate_24_slice_11.npy,label_24_slice_11.npy,test
24,12,0.625,0.625,324,324,prostate_24_slice_12.npy,label_24_slice_12.npy,test
24,13,0.625,0.625,324,324,prostate_24_slice_13.npy,label_24_slice_13.npy,test
24,14,0.625,0.625,324,324,prostate_24_slice_14.npy,label_24_slice_14.npy,test
24,15,0.625,0.625,324,324,prostate_24_slice_15.npy,label_24_slice_15.npy,test
24,16,0.625,0.625,324,324,prostate_24_slice_16.npy,label_24_slice_16.npy,test
24,17,0.625,0.625,324,324,prostate_24_slice_17.npy,label_24_slice_17.npy,test
24,18,0.625,0.625,324,324,prostate_24_slice_18.npy,label_24_slice_18.npy,test
24,19,0.625,0.625,324,324,prostate_24_slice_19.npy,label_24_slice_19.npy,test
06,0,0.625,0.625,320,320,prostate_06_slice_0.npy,label_06_slice_0.npy,test
06,1,0.625,0.625,320,320,prostate_06_slice_1.npy,label_06_slice_1.npy,test
06,2,0.625,0.625,320,320,prostate_06_slice_2.npy,label_06_slice_2.npy,test
06,3,0.625,0.625,320,320,prostate_06_slice_3.npy,label_06_slice_3.npy,test
06,4,0.625,0.625,320,320,prostate_06_slice_4.npy,label_06_slice_4.npy,test
06,5,0.625,0.625,320,320,prostate_06_slice_5.npy,label_06_slice_5.npy,test
06,6,0.625,0.625,320,320,prostate_06_slice_6.npy,label_06_slice_6.npy,test
06,7,0.625,0.625,320,320,prostate_06_slice_7.npy,label_06_slice_7.npy,test
06,8,0.625,0.625,320,320,prostate_06_slice_8.npy,label_06_slice_8.npy,test
06,9,0.625,0.625,320,320,prostate_06_slice_9.npy,label_06_slice_9.npy,test
06,10,0.625,0.625,320,320,prostate_06_slice_10.npy,label_06_slice_10.npy,test
06,11,0.625,0.625,320,320,prostate_06_slice_11.npy,label_06_slice_11.npy,test
06,12,0.625,0.625,320,320,prostate_06_slice_12.npy,label_06_slice_12.npy,test
06,13,0.625,0.625,320,320,prostate_06_slice_13.npy,label_06_slice_13.npy,test
06,14,0.625,0.625,320,320,prostate_06_slice_14.npy,label_06_slice_14.npy,test
06,15,0.625,0.625,320,320,prostate_06_slice_15.npy,label_06_slice_15.npy,test
06,16,0.625,0.625,320,320,prostate_06_slice_16.npy,label_06_slice_16.npy,test
06,17,0.625,0.625,320,320,prostate_06_slice_17.npy,label_06_slice_17.npy,test
06,18,0.625,0.625,320,320,prostate_06_slice_18.npy,label_06_slice_18.npy,test
06,19,0.625,0.625,320,320,prostate_06_slice_19.npy,label_06_slice_19.npy,test
17,0,0.625,0.625,320,320,prostate_17_slice_0.npy,label_17_slice_0.npy,test
17,1,0.625,0.625,320,320,prostate_17_slice_1.npy,label_17_slice_1.npy,test
17,2,0.625,0.625,320,320,prostate_17_slice_2.npy,label_17_slice_2.npy,test
17,3,0.625,0.625,320,320,prostate_17_slice_3.npy,label_17_slice_3.npy,test
17,4,0.625,0.625,320,320,prostate_17_slice_4.npy,label_17_slice_4.npy,test
17,5,0.625,0.625,320,320,prostate_17_slice_5.npy,label_17_slice_5.npy,test
17,6,0.625,0.625,320,320,prostate_17_slice_6.npy,label_17_slice_6.npy,test
17,7,0.625,0.625,320,320,prostate_17_slice_7.npy,label_17_slice_7.npy,test
17,8,0.625,0.625,320,320,prostate_17_slice_8.npy,label_17_slice_8.npy,test
17,9,0.625,0.625,320,320,prostate_17_slice_9.npy,label_17_slice_9.npy,test
17,10,0.625,0.625,320,320,prostate_17_slice_10.npy,label_17_slice_10.npy,test
17,11,0.625,0.625,320,320,prostate_17_slice_11.npy,label_17_slice_11.npy,test
17,12,0.625,0.625,320,320,prostate_17_slice_12.npy,label_17_slice_12.npy,test
17,13,0.625,0.625,320,320,prostate_17_slice_13.npy,label_17_slice_13.npy,test
17,14,0.625,0.625,320,320,prostate_17_slice_14.npy,label_17_slice_14.npy,test
17,15,0.625,0.625,320,320,prostate_17_slice_15.npy,label_17_slice_15.npy,test
17,16,0.625,0.625,320,320,prostate_17_slice_16.npy,label_17_slice_16.npy,test
17,17,0.625,0.625,320,320,prostate_17_slice_17.npy,label_17_slice_17.npy,test
17,18,0.625,0.625,320,320,prostate_17_slice_18.npy,label_17_slice_18.npy,test
17,19,0.625,0.625,320,320,prostate_17_slice_19.npy,label_17_slice_19.npy,test
14,0,0.625,0.625,320,320,prostate_14_slice_0.npy,label_14_slice_0.npy,test
14,1,0.625,0.625,320,320,prostate_14_slice_1.npy,label_14_slice_1.npy,test
14,2,0.625,0.625,320,320,prostate_14_slice_2.npy,label_14_slice_2.npy,test
14,3,0.625,0.625,320,320,prostate_14_slice_3.npy,label_14_slice_3.npy,test
14,4,0.625,0.625,320,320,prostate_14_slice_4.npy,label_14_slice_4.npy,test
14,5,0.625,0.625,320,320,prostate_14_slice_5.npy,label_14_slice_5.npy,test
14,6,0.625,0.625,320,320,prostate_14_slice_6.npy,label_14_slice_6.npy,test
14,7,0.625,0.625,320,320,prostate_14_slice_7.npy,label_14_slice_7.npy,test
14,8,0.625,0.625,320,320,prostate_14_slice_8.npy,label_14_slice_8.npy,test
14,9,0.625,0.625,320,320,prostate_14_slice_9.npy,label_14_slice_9.npy,test
14,10,0.625,0.625,320,320,prostate_14_slice_10.npy,label_14_slice_10.npy,test
14,11,0.625,0.625,320,320,prostate_14_slice_11.npy,label_14_slice_11.npy,test
14,12,0.625,0.625,320,320,prostate_14_slice_12.npy,label_14_slice_12.npy,test
14,13,0.625,0.625,320,320,prostate_14_slice_13.npy,label_14_slice_13.npy,test
14,14,0.625,0.625,320,320,prostate_14_slice_14.npy,label_14_slice_14.npy,test
14,15,0.625,0.625,320,320,prostate_14_slice_15.npy,label_14_slice_15.npy,test
14,16,0.625,0.625,320,320,prostate_14_slice_16.npy,label_14_slice_16.npy,test
14,17,0.625,0.625,320,320,prostate_14_slice_17.npy,label_14_slice_17.npy,test
14,18,0.625,0.625,320,320,prostate_14_slice_18.npy,label_14_slice_18.npy,test
14,19,0.625,0.625,320,320,prostate_14_slice_19.npy,label_14_slice_19.npy,test
13,0,0.625,0.625,320,320,prostate_13_slice_0.npy,label_13_slice_0.npy,test
13,1,0.625,0.625,320,320,prostate_13_slice_1.npy,label_13_slice_1.npy,test
13,2,0.625,0.625,320,320,prostate_13_slice_2.npy,label_13_slice_2.npy,test
13,3,0.625,0.625,320,320,prostate_13_slice_3.npy,label_13_slice_3.npy,test
13,4,0.625,0.625,320,320,prostate_13_slice_4.npy,label_13_slice_4.npy,test
13,5,0.625,0.625,320,320,prostate_13_slice_5.npy,label_13_slice_5.npy,test
13,6,0.625,0.625,320,320,prostate_13_slice_6.npy,label_13_slice_6.npy,test
13,7,0.625,0.625,320,320,prostate_13_slice_7.npy,label_13_slice_7.npy,test
13,8,0.625,0.625,320,320,prostate_13_slice_8.npy,label_13_slice_8.npy,test
13,9,0.625,0.625,320,320,prostate_13_slice_9.npy,label_13_slice_9.npy,test
13,10,0.625,0.625,320,320,prostate_13_slice_10.npy,label_13_slice_10.npy,test
13,11,0.625,0.625,320,320,prostate_13_slice_11.npy,label_13_slice_11.npy,test
13,12,0.625,0.625,320,320,prostate_13_slice_12.npy,label_13_slice_12.npy,test
13,13,0.625,0.625,320,320,prostate_13_slice_13.npy,label_13_slice_13.npy,test
13,14,0.625,0.625,320,320,prostate_13_slice_14.npy,label_13_slice_14.npy,test
13,15,0.625,0.625,320,320,prostate_13_slice_15.npy,label_13_slice_15.npy,test
13,16,0.625,0.625,320,320,prostate_13_slice_16.npy,label_13_slice_16.npy,test
13,17,0.625,0.625,320,320,prostate_13_slice_17.npy,label_13_slice_17.npy,test
13,18,0.625,0.625,320,320,prostate_13_slice_18.npy,label_13_slice_18.npy,test
13,19,0.625,0.625,320,320,prostate_13_slice_19.npy,label_13_slice_19.npy,test
18,0,0.625,0.625,308,325,prostate_18_slice_0.npy,label_18_slice_0.npy,test
18,1,0.625,0.625,308,325,prostate_18_slice_1.npy,label_18_slice_1.npy,test
18,2,0.625,0.625,308,325,prostate_18_slice_2.npy,label_18_slice_2.npy,test
18,3,0.625,0.625,308,325,prostate_18_slice_3.npy,label_18_slice_3.npy,test
18,4,0.625,0.625,308,325,prostate_18_slice_4.npy,label_18_slice_4.npy,test
18,5,0.625,0.625,308,325,prostate_18_slice_5.npy,label_18_slice_5.npy,test
18,6,0.625,0.625,308,325,prostate_18_slice_6.npy,label_18_slice_6.npy,test
18,7,0.625,0.625,308,325,prostate_18_slice_7.npy,label_18_slice_7.npy,test
18,8,0.625,0.625,308,325,prostate_18_slice_8.npy,label_18_slice_8.npy,test
18,9,0.625,0.625,308,325,prostate_18_slice_9.npy,label_18_slice_9.npy,test
18,10,0.625,0.625,308,325,prostate_18_slice_10.npy,label_18_slice_10.npy,test
18,11,0.625,0.625,308,325,prostate_18_slice_11.npy,label_18_slice_11.npy,test
